label_raw,text,label_ocean,key,pA,pB,pC,pD,pE,chosen_trait
Agreeableness,Cut others to pieces,A,-1,0.046661377,0.049682617,0.032073975,0.28149426,0.58642596,a neurotic
Neuroticism,Dislike yourself,N,1,0.57519567,0.16467291,0.035064697,0.12634283,0.09686285,a neurotic
Conscientiousness,Do just enough work to get by,C,-1,0.020080566,0.037506104,0.042510986,0.2333985,0.6650392,a neurotic
Openness To Experience,Do not enjoy going to art museums,O,-1,0.011077881,0.017166138,0.05203247,0.06378174,0.8530276,a neurotic
Openness To Experience,Do not like art,O,-1,0.0049591064,0.0076789856,0.028533936,0.039001465,0.91552776,a neurotic
Openness To Experience,Do not like poetry,O,-1,0.00655365,0.010803223,0.044769287,0.049957275,0.8857424,a neurotic
Conscientiousness,Don't put your mind on the task at hand,C,-1,0.05303955,0.107177734,0.06604004,0.20983893,0.56152356,a neurotic
Conscientiousness,Don't see things through,C,-1,0.06695557,0.10870361,0.04824829,0.21289068,0.56103534,a neurotic
Openness To Experience,Enjoy hearing new ideas,O,1,0.0023078918,0.0061302185,0.019485474,0.11389166,0.85449255,a neurotic
Openness To Experience,Enjoy thinking about things,O,1,0.0020694733,0.0035190582,0.009414673,0.107788146,0.8745121,a neurotic
Openness To Experience,Enjoy wild flights of fantasy,O,1,0.0007996559,0.0013713837,0.0041885376,0.028198242,0.96337926,a neurotic
Neuroticism,Fear for the worst,N,1,0.6767581,0.17382812,0.01890564,0.08880615,0.039398193,a neurotic
Conscientiousness,Finish what you start,C,1,0.004009247,0.0090408325,0.015136719,0.20568854,0.76416034,a neurotic
Conscientiousness,Follow through with your plans,C,1,0.0029945374,0.0043563843,0.0071868896,0.27392584,0.71044934,a neurotic
Openness To Experience,Get excited by new ideas,O,1,0.0008749962,0.0019264221,0.010414124,0.07574463,0.9086917,a neurotic
Openness To Experience,Have a rich vocabulary,O,1,0.0035076141,0.0075416565,0.023239136,0.105773926,0.8583986,a neurotic
Agreeableness,Have a sharp tongue,A,-1,0.003862381,0.0065689087,0.01033783,0.15673828,0.8212892,a neurotic
Openness To Experience,Have a vivid imagination,O,1,0.008674622,0.038269043,0.14440918,0.10571289,0.70019555,a neurotic
Openness To Experience,Have difficulty understanding abstract ideas,O,-1,0.017318726,0.034973145,0.06536865,0.09655762,0.7836916,a neurotic
Extraversion,Keep others at a distance,E,-1,0.115600646,0.16564941,0.05722046,0.3142091,0.34521496,a neurotic
Conscientiousness,Leave things unfinished,C,-1,0.052642822,0.11682129,0.10467529,0.27587897,0.44775403,a neurotic
Agreeableness,Make demands on others,A,-1,0.0035800934,0.0062828064,0.011024475,0.15454108,0.8227541,a neurotic
Conscientiousness,Mess things up,C,-1,0.038513184,0.064453125,0.0625,0.23950201,0.59277356,a neurotic
Conscientiousness,Need a push to get started,C,-1,0.023284912,0.055877686,0.08520508,0.21411139,0.619629,a neurotic
Neuroticism,Often feel blue,N,1,0.43017602,0.34570318,0.036987305,0.09301764,0.091552794,a neurotic
Openness To Experience,Rarely look for a deeper meaning in things,O,-1,0.022018433,0.030090332,0.019134521,0.13916016,0.78857434,a neurotic
Neuroticism,Remain calm under pressure,N,-1,0.00016510487,0.00012755394,0.00022745132,0.027130127,0.97119176,a neurotic
Agreeableness,Respect others,A,1,0.0028877258,0.0046157837,0.010734558,0.178711,0.8007815,a neurotic
Extraversion,Retreat from others,E,-1,0.21606457,0.2687989,0.058166504,0.268799,0.18481457,a neurotic
Neuroticism,Seldom get mad,N,-1,0.0020141602,0.0015439987,0.0020771027,0.1550293,0.838379,a neurotic
Agreeableness,Suspect hidden motives in others,A,-1,0.04736328,0.10345459,0.12097168,0.29028326,0.435547,a neurotic
Openness To Experience,Tend to vote for conservative political candidates,O,-1,0.00035572052,0.00069093704,0.0038833618,0.01234436,0.9804695,a neurotic
Openness To Experience,Tend to vote for liberal political candidates,O,1,0.00048303604,0.0013237,0.014335632,0.01991272,0.9589859,a neurotic
Agreeableness,Treat all people equally,A,1,0.0011005402,0.0016269684,0.005252838,0.07965088,0.911133,a neurotic
Agreeableness,Trust what people say,A,1,0.0012178421,0.0011806488,0.0020713806,0.09088135,0.90380883,a neurotic
Extraversion,Warm up quickly to others,E,1,0.0013885498,0.0016365051,0.003955841,0.12310797,0.8676761,a neurotic
Gregariousness,Had someone over for dinner,E,1,0.003358841,0.01979065,0.054626465,0.10205084,0.8154301,a neurotic
Gregariousness,Planned a party,E,1,0.0021572113,0.009590149,0.03564453,0.11151129,0.8369145,a neurotic
Gregariousness,Went to a large party,E,1,0.002954483,0.009246826,0.021835327,0.09051514,0.87207067,a neurotic
Gregariousness,Went to a small party,E,1,0.004360199,0.019241333,0.06506348,0.11242682,0.79296917,a neurotic
Adventurousness,Are a bounty hunter,O,1,0.0002977848,0.0008096695,0.0021839142,0.011802673,0.9829105,a neurotic
Altruism,Are a counselor or therapist,A,1,0.009933472,0.026168823,0.036346436,0.1733399,0.75292987,a neurotic
Altruism,Are a doctor or nurse,A,1,0.00020384789,0.0004813671,0.0018167496,0.009979248,0.9863285,a neurotic
Adventurousness,Are a long-distance bicycle rider,O,1,0.00041294098,0.0009598732,0.0033245087,0.011604309,0.9809576,a neurotic
Adventurousness,Are a military officer,O,1,0.0001847744,0.00036478043,0.0010547638,0.007675171,0.9897464,a neurotic
Altruism,"Are a minister, priest, rabbi or other religious teacher",A,1,0.00028324127,0.0004708767,0.0017910004,0.008811951,0.9873051,a neurotic
Altruism,Are a physical therapist,A,1,0.00054454803,0.001871109,0.0044174194,0.02243042,0.9692386,a neurotic
Adventurousness,Are a police officer,O,1,0.0002515316,0.0005893707,0.0015773773,0.0107803345,0.98584014,a neurotic
Adventurousness,Are a professional athlete,O,1,0.00011688471,0.00020670891,0.00063180923,0.005630493,0.99267614,a neurotic
Adventurousness,Are a racing car driver,O,1,0.00015234947,0.00029587746,0.00065135956,0.005718231,0.99218786,a neurotic
Altruism,Are a social worker,A,1,0.0013303757,0.0041007996,0.010971069,0.039489746,0.9423831,a neurotic
Altruism,Are an elementary-school teacher,A,1,0.00063848495,0.001832962,0.0059165955,0.0256958,0.9643557,a neurotic
Altruism,Care for sick people,A,1,0.00409317,0.020309448,0.08416748,0.099975646,0.7861332,a neurotic
Adventurousness,Compete in athletic events,O,1,0.00029325485,0.00069236755,0.0020523071,0.012763977,0.9829105,a neurotic
Altruism,Counsel persons who need help,A,1,0.006214142,0.017990112,0.033081055,0.15051275,0.78906286,a neurotic
Adventurousness,Engage in exciting adventures,O,1,0.0002117157,0.00028705597,0.00068330765,0.020599365,0.977051,a neurotic
Adventurousness,Face physical danger,O,1,0.00064849854,0.0023174286,0.008880615,0.020324707,0.96435624,a neurotic
Altruism,Help others learn new ideas,A,1,0.002210617,0.005344391,0.016464233,0.08758551,0.88476616,a neurotic
Altruism,Help people make career decisions,A,1,0.0008196831,0.002817154,0.008148193,0.058380127,0.92773473,a neurotic
Altruism,Instruct parents on child care,A,1,0.0015411377,0.005859375,0.016311646,0.051818848,0.918946,a neurotic
Altruism,Participate in charity events,A,1,0.0017671585,0.006412506,0.038085938,0.07006836,0.88037145,a neurotic
Altruism,Provide comfort and support to others,A,1,0.0062561035,0.016998291,0.025527954,0.21374518,0.7343753,a neurotic
Adventurousness,Survive in the wilderness,O,1,0.0007376671,0.002363205,0.004447937,0.029464722,0.9604497,a neurotic
Depression,Could not get going,N,1,0.054840088,0.11975098,0.09472656,0.22375494,0.50439465,a neurotic
Depression,"Did not feel like eating, even though you should have been hungry.",N,1,0.08465576,0.12902832,0.10211182,0.21618658,0.46484387,a neurotic
Depression,Enjoyed life,N,-1,0.00048017502,0.00051116943,0.0011339188,0.028793335,0.96826196,a neurotic
Depression,Felt depressed,N,1,0.42309594,0.38525403,0.028793335,0.09741217,0.061920226,a neurotic
Depression,Felt fearful,N,1,0.5244143,0.2761231,0.03149414,0.113342345,0.0519104,a neurotic
Depression,Felt happy,N,-1,0.00060224533,0.0013256073,0.003660202,0.054626465,0.93847674,a neurotic
Depression,Felt hopeful about the future,N,-1,0.0011119843,0.0016956329,0.004131317,0.07098389,0.9204103,a neurotic
Depression,Felt lonely,N,1,0.19201666,0.23522955,0.10601807,0.17480475,0.2883302,a neurotic
Depression,Felt sad,N,1,0.3967287,0.29028326,0.04812622,0.13085943,0.13085943,a neurotic
Depression,Felt that everything you did was an effort,N,1,0.16064459,0.2301026,0.08074951,0.23010266,0.29541028,a neurotic
Depression,"Felt that you could not shake off the blues, even with help from your family or friends.",N,1,0.40869159,0.26391608,0.047302246,0.12268072,0.15502936,a neurotic
Depression,Felt that people disliked me,N,1,0.10491943,0.10168457,0.069885254,0.19604498,0.5249025,a neurotic
Depression,Had a poor appetite,N,1,0.0053138733,0.017150879,0.04736328,0.10021973,0.8261722,a neurotic
Depression,Had crying spells,N,1,0.4650882,0.3049317,0.041931152,0.090148985,0.09448248,a neurotic
Depression,Had restless sleep,N,1,0.06756592,0.18359375,0.11669922,0.24707037,0.38256848,a neurotic
Depression,Had thoughts about death,N,1,0.09716803,0.17602545,0.12878418,0.1577149,0.43554705,a neurotic
Depression,Had trouble keeping your mind on what you was doing,N,1,0.09576422,0.20593268,0.06378174,0.24072278,0.39062518,a neurotic
Depression,Talked less than usual,N,1,0.048461914,0.093444824,0.11810303,0.22412115,0.5131837,a neurotic
Depression,Thought about killing yourself,N,1,0.033966124,0.07897955,0.050201416,0.07897961,0.74951303,a neurotic
Depression,Thought your life had been a failure,N,1,0.19750988,0.17980963,0.058380127,0.16894543,0.3928225,a neurotic
Depression,Was bothered by things that usually don't bother me,N,1,0.12829596,0.17260742,0.06451416,0.21826184,0.41406268,a neurotic
Depression,Was down in the dumps,N,1,0.40258807,0.29907233,0.035186768,0.10668951,0.15283209,a neurotic
Trust,Acknowledge others' accomplishments,A,1,0.0041770935,0.009559631,0.029907227,0.15673834,0.79589885,a neurotic
Morality,Act according to your conscience,A,1,0.008918762,0.026641846,0.05215454,0.21276861,0.6977541,a neurotic
Self-efficacy,Are afraid of many things,C,1,0.4921878,0.2893067,0.0385437,0.13037115,0.04650879,a neurotic
Trust,Are nice to store clerks,A,1,0.06524658,0.1665039,0.22766113,0.16137701,0.37524426,a neurotic
Imagination,Are not interested in abstract ideas,O,-1,0.011711121,0.015266418,0.01676941,0.06738281,0.88769543,a neurotic
Self-efficacy,Are often down in the dumps,C,1,0.39453143,0.35351574,0.03668213,0.1061402,0.1061402,a neurotic
Neuroticism,Are often in a bad mood,N,1,0.19958502,0.28588873,0.078186035,0.18176275,0.25244153,a neurotic
Self-efficacy,Become overwhelmed by events,C,1,0.6918953,0.26269543,0.008056641,0.03137207,0.004180908,a neurotic
Morality,Believe that the end justifies the means,A,-1,0.0013818741,0.0020103455,0.006290436,0.06976318,0.91943383,a neurotic
Self-efficacy,Can manage many things at the same time,C,-1,0.00076150894,0.0006365776,0.0013685226,0.11395264,0.8823244,a neurotic
Self-efficacy,Can tackle anything,C,-1,0.0002450943,0.00029110909,0.00051498413,0.04525757,0.95263696,a neurotic
Trust,Can't be bothered with other's needs,A,-1,0.0041923523,0.005470276,0.007835388,0.07550049,0.9052737,a neurotic
Morality,Care about justice,A,1,0.02104187,0.10357666,0.1965332,0.13293463,0.54248065,a neurotic
Trust,Disregard the opinions of others,A,-1,0.0036354065,0.005630493,0.008583069,0.11853027,0.8623048,a neurotic
Morality,Do the opposite of what is asked,A,-1,0.015060425,0.018447876,0.020584106,0.09515381,0.8481448,a neurotic
Friendliness,Enjoy bringing people together,E,1,0.0004878044,0.0007381439,0.0029411316,0.039978027,0.95361376,a neurotic
Imagination,Experience your emotions intensely,O,1,0.97265667,0.023223877,0.00079488754,0.0028629303,0.00014472008,a neurotic
Trust,Feel little concern for others,A,-1,0.005584717,0.004085541,0.004486084,0.0446167,0.93945336,a neurotic
Self-efficacy,Feel that you are unable to deal with things,C,1,0.4770512,0.33300793,0.037384033,0.111572385,0.03857422,a neurotic
Imagination,Get lost in your dreams,O,1,0.019348145,0.074157715,0.111328125,0.15209967,0.64062524,a neurotic
Imagination,Get so involved with things that you forget the time,O,1,0.027664185,0.08129883,0.06137085,0.2543946,0.57324237,a neurotic
Friendliness,Have difficulty expressing your feelings,E,-1,0.23852551,0.28784186,0.064208984,0.21728528,0.18872076,a neurotic
Trust,Like to be of service to others,A,1,0.0018825531,0.003408432,0.012664795,0.092163086,0.88769555,a neurotic
Morality,Listen to your conscience,A,1,0.011619568,0.03692627,0.07232666,0.22265631,0.65478534,a neurotic
Morality,Misuse power,A,-1,0.0018091202,0.004802704,0.009552002,0.06329352,0.9155282,a neurotic
Self-efficacy,Need reassurance,C,1,0.5957034,0.21582037,0.02204895,0.1229859,0.04055786,a neurotic
Achievement-striving,Never give up,C,1,0.0013742447,0.0023021698,0.0047950745,0.14465338,0.845215,a neurotic
Trust,Obstruct others' plans,A,-1,0.004753113,0.007713318,0.014190674,0.14550787,0.8247074,a neurotic
Trust,Pretend to be concerned for others,A,-1,0.0021457672,0.0041999817,0.0076026917,0.09118652,0.89257836,a neurotic
Self-efficacy,Readily overcome setbacks,C,-1,0.000385046,0.0003426075,0.0005645752,0.117248595,0.88037133,a neurotic
Morality,Return extra change when a cashier makes a mistake,A,1,0.009170532,0.033050537,0.089782715,0.11175543,0.7519535,a neurotic
Morality,Stand behind your actions,A,1,0.0018987656,0.004211426,0.0076293945,0.11566162,0.86816424,a neurotic
Achievement-striving,Take control of things,C,1,0.0007328987,0.0014238358,0.0036945343,0.11669922,0.87597674,a neurotic
Morality,Try to fool others,A,-1,0.0020694733,0.0041160583,0.008575439,0.08013916,0.9028323,a neurotic
Achievement-striving,Try to lead others,C,1,0.001701355,0.0060310364,0.017730713,0.14392096,0.82812536,a neurotic
Trust,Try to maintain a pleasant atmosphere,A,1,0.0015087128,0.0029087067,0.006351471,0.12963867,0.85839856,a neurotic
Achievement-striving,Try to outdo others,C,1,0.0009598732,0.0025100708,0.0064086914,0.06573486,0.9218753,a neurotic
Achievement-striving,Try to surpass others' accomplishments,C,1,0.001405716,0.0030708313,0.006919861,0.06567383,0.9204105,a neurotic
Achievement-striving,Want to be in charge,C,1,0.0010251999,0.0028533936,0.008926392,0.07476807,0.91064477,a neurotic
Achievement-striving,Want to be the very best,C,1,0.0010681152,0.004032135,0.006340027,0.028411865,0.95605505,a neurotic
Modesty/Humility,Are humble about the good things that have happened to me,A,1,0.011505127,0.011871338,0.023605347,0.21704108,0.7343751,a neurotic
Modesty/Humility,Are proud that you are an ordinary person,A,1,0.0025615692,0.0027694702,0.005958557,0.04611206,0.9409182,a neurotic
Modesty/Humility,Believe that others are drawn to you because you are humble,A,1,0.0011501312,0.0014772415,0.0055770874,0.052886963,0.9375001,a neurotic
Modesty/Humility,Don't act is if you are a special person,A,1,0.013931274,0.015068054,0.02407837,0.10961914,0.83544946,a neurotic
Modesty/Humility,Don't brag about your accomplishments,A,1,0.032470703,0.036224365,0.06878662,0.15490729,0.7055666,a neurotic
Modesty/Humility,Don't call attention to yourself,A,1,0.010871887,0.015335083,0.023376465,0.15014648,0.79882824,a neurotic
Modesty/Humility,Feel that too much modesty gets a person in trouble,A,0,0.023040771,0.037384033,0.04373169,0.27197272,0.62255865,a neurotic
Modesty/Humility,Like to stand out in a crowd,A,-1,0.0007209778,0.0009627342,0.0028305054,0.03289795,0.961426,a neurotic
Modesty/Humility,Like to talk about yourself,A,-1,0.003396988,0.0044288635,0.012039185,0.09326178,0.884766,a neurotic
Modesty/Humility,Would never be described as arrogant,A,1,0.03970337,0.011734009,0.012687683,0.1619873,0.77294934,a neurotic
Gregariousness,Act wild and crazy,E,1,0.00046682358,0.00039935112,0.0005168915,0.0104599,0.9868171,a stable
Anxiety,Are afraid that you will do the wrong thing,N,1,0.002670288,0.0039482117,0.00548172,0.120910704,0.8657229,a stable
Emotionality,Are annoyed by others' mistakes,O,1,0.0011425018,0.0018262863,0.0036888123,0.07525635,0.9169924,a stable
Anxiety,Are easily hurt,N,1,0.0015010834,0.0019569397,0.001868248,0.07006836,0.9233402,a stable
Emotionality,Are easily put out,O,1,0.001288414,0.0016031265,0.0013933182,0.038238525,0.9560551,a stable
Orderliness,Are exacting in your work,C,1,0.0036506653,0.011070251,0.01399231,0.2403565,0.7290041,a stable
Assertiveness,Are not afraid of providing criticism,E,1,0.09448242,0.16589355,0.1194458,0.28198254,0.33496106,a stable
Orderliness,Are not bothered by disorder,C,-1,0.13562018,0.40478522,0.14892578,0.23071295,0.07849121,a stable
Orderliness,Are not bothered by messy people,C,-1,0.09851074,0.21850586,0.17285156,0.27197272,0.23632818,a stable
Emotionality,Are not easily annoyed,O,-1,0.23376477,0.3049317,0.1270752,0.21618664,0.115722716,a stable
Anxiety,Are not easily bothered by things,N,-1,0.30102563,0.39257824,0.07727051,0.17688,0.0491333,a stable
Emotionality,Are quick to judge others,O,1,0.00051164627,0.000626564,0.0011529922,0.027069092,0.9692389,a stable
Friendliness,Are quiet around strangers,E,-1,0.028717041,0.10180664,0.105041504,0.27685553,0.48583996,a stable
Gregariousness,Are the last to laugh at a joke,E,-1,0.021591187,0.028167725,0.028167725,0.1595459,0.7612306,a stable
Gregariousness,Are the life of the party,E,1,0.0003452301,0.000702858,0.0017404556,0.036621094,0.9594729,a stable
Gregariousness,Areuse your friends,E,1,0.019058228,0.084106445,0.16467291,0.15954602,0.56591845,a stable
Dutifulness,Believe in one true religion,C,1,0.0029525757,0.011672974,0.07043457,0.119751036,0.79345727,a stable
Dutifulness,Believe laws should be strictly enforced,C,1,0.0024642944,0.0061950684,0.029083252,0.22180182,0.73876965,a stable
Dutifulness,Break rules,C,-1,0.0012493134,0.0028381348,0.0065994263,0.0816651,0.9057621,a stable
Assertiveness,Can take strong measures,E,1,0.022003174,0.1083374,0.05532837,0.39013684,0.42163098,a stable
Emotionality,Can't stand being contradicted,O,1,0.0014247894,0.0022068024,0.0035800934,0.05871582,0.9326175,a stable
Intellect,Consider yourself an average person,O,-1,0.0082092285,0.019073486,0.031951904,0.3078614,0.63183606,a stable
Orderliness,Continue until everything is perfect,C,1,0.008392334,0.02796936,0.019226074,0.2958985,0.6464845,a stable
Intellect,Counter others' arguments,O,1,0.0024433136,0.011924744,0.019973755,0.16467291,0.7978519,a stable
Gregariousness,Dislike loud music,E,-1,0.0069885254,0.01928711,0.054107666,0.08380127,0.83349633,a stable
Imagination,Do things by the book,O,-1,0.0022964478,0.0062446594,0.015213013,0.14440918,0.8305665,a stable
Imagination,Do things that others find strange,O,1,0.0039787292,0.009254456,0.014335632,0.08380133,0.88671917,a stable
Imagination,Do unexpected things,O,1,0.0049972534,0.02104187,0.03869629,0.20288092,0.730469,a stable
Anxiety,Don't let others discourage me,N,-1,0.23742688,0.34545904,0.14172363,0.1937257,0.07708746,a stable
Gregariousness,Don't like crowded events,E,-1,0.018371582,0.046936035,0.09777832,0.1663819,0.6684572,a stable
Friendliness,Don't mind being the center of attention,E,1,0.004337311,0.008232117,0.015617371,0.26416022,0.70703137,a stable
Anxiety,Don't worry about things that have already happened,N,-1,0.14599615,0.25634772,0.20910645,0.17333996,0.21240246,a stable
Gregariousness,Enjoy being part of a loud crowd,E,1,0.0013856888,0.002248764,0.0039482117,0.13916016,0.8525392,a stable
Imagination,Enjoy wild flights of fantasy,O,1,0.0012454987,0.0027008057,0.006084442,0.05682373,0.9316409,a stable
Friendliness,Feel comfortable around people,E,1,0.30273473,0.539551,0.06149292,0.076538146,0.016036987,a stable
Anxiety,Feel crushed by setbacks,N,1,0.0040016174,0.0043258667,0.0022087097,0.09692383,0.8911135,a stable
Anxiety,"Feel guilty when you say ""no.""",N,1,0.0048446655,0.0067253113,0.008636475,0.124938965,0.8540041,a stable
Anxiety,Feel threatened easily,N,1,0.0011539459,0.0012874603,0.0013923645,0.03942871,0.9555667,a stable
Friendliness,Find it difficult to approach others,E,-1,0.004508972,0.0056991577,0.0046539307,0.09643561,0.8867191,a stable
Emotionality,Get angry easily,O,1,0.0006723404,0.00091934204,0.0010919571,0.033966064,0.96191454,a stable
Orderliness,Get chores done right away,C,1,0.040985107,0.1697998,0.1430664,0.25488287,0.388672,a stable
Intellect,Get confused easily,O,-1,0.0010185242,0.0011100769,0.0011911392,0.023925781,0.970704,a stable
Emotionality,Get irritated easily,O,1,0.00082445145,0.0010671616,0.0012569427,0.040039062,0.95507866,a stable
Emotionality,Have a good word for everyone,O,-1,0.30200213,0.4001466,0.098083496,0.12017828,0.07519531,a stable
Intellect,Have a poor vocabulary,O,-1,0.0010509491,0.0014247894,0.001493454,0.016311646,0.9780283,a stable
Friendliness,Have little to say,E,-1,0.002357483,0.0025501251,0.002714157,0.02458191,0.96630895,a stable
Gregariousness,Joke around a lot,E,1,0.0010356903,0.0021076202,0.0059127808,0.055236816,0.9340823,a stable
Emotionality,Judge people by their appearance,O,1,0.0007696152,0.0011558533,0.0023155212,0.015342712,0.97900426,a stable
Friendliness,Keep in the background,E,-1,0.020507812,0.08905029,0.06512451,0.31079113,0.51269543,a stable
Dutifulness,Know how to get around the rules,C,-1,0.007827759,0.023361206,0.039123535,0.21154791,0.7153323,a stable
Intellect,Know that you are not a special person,O,-1,0.02078247,0.02796936,0.033203125,0.16088867,0.7558595,a stable
Intellect,Know the answers to many questions,O,1,0.014785767,0.07055664,0.12768555,0.1745606,0.6093753,a stable
Intellect,Learn quickly,O,1,0.0446167,0.27758795,0.24890137,0.18493658,0.241211,a stable
Orderliness,Leave a mess in your room,C,-1,0.003917694,0.0039787292,0.0032482147,0.05758673,0.9291999,a stable
Orderliness,Leave your belongings around,C,-1,0.009407043,0.013473511,0.013900757,0.1774903,0.7827151,a stable
Assertiveness,Let yourself be pushed around,E,-1,0.0050086975,0.003232956,0.0022563934,0.07714844,0.9106448,a stable
Assertiveness,Let others make the decisions,E,-1,0.007896423,0.008804321,0.009521484,0.19128424,0.78076196,a stable
Orderliness,Like order,C,1,0.03744507,0.24023438,0.3388672,0.20556647,0.17578131,a stable
Imagination,Like to get lost in thought,O,1,0.01260376,0.03881836,0.0703125,0.2695313,0.607422,a stable
Dutifulness,Like to stand during the national anthem,C,1,0.005809784,0.014381409,0.050994873,0.076538086,0.84912145,a stable
Gregariousness,Love large parties,E,1,0.00088596344,0.0022449493,0.006008148,0.06982422,0.9199221,a stable
Imagination,Love to daydream,O,1,0.008621216,0.036895752,0.085754395,0.17053229,0.69580096,a stable
Friendliness,Make friends easily,E,1,0.041412354,0.25756842,0.18847656,0.2136231,0.29663098,a stable
Intellect,Make insightful remarks,O,1,0.121521056,0.41748053,0.22009277,0.11236578,0.12536627,a stable
Assertiveness,Never challenge things,E,-1,0.0071372986,0.01940918,0.020019531,0.29882818,0.65283215,a stable
Friendliness,Often feel uncomfortable around others,E,-1,0.0014600754,0.0014038086,0.0012779236,0.015571594,0.97851634,a stable
Dutifulness,Oppose authority,C,-1,0.0014438629,0.0033836365,0.0051612854,0.049743652,0.938477,a stable
Orderliness,Put off unpleasant tasks,C,-1,0.012359619,0.027862549,0.033081055,0.26025397,0.6645509,a stable
Intellect,Reflect on things before acting,O,1,0.20166028,0.49926776,0.103027344,0.14526379,0.04714966,a stable
Dutifulness,Resist authority,C,-1,0.0015077591,0.0025253296,0.003850937,0.03326416,0.95703167,a stable
Dutifulness,Respect authority,C,1,0.011207581,0.07305908,0.2434082,0.24340826,0.4272462,a stable
Assertiveness,Say what you think,E,1,0.025268555,0.13659668,0.11682129,0.21826178,0.49975604,a stable
Imagination,Seldom daydream,O,-1,0.031585693,0.05291748,0.03933716,0.20935065,0.6650392,a stable
Imagination,Seldom get lost in thought,O,-1,0.13916022,0.23669434,0.113586426,0.24047858,0.2683106,a stable
Gregariousness,Seldom joke around,E,-1,0.018585205,0.046722412,0.041870117,0.19360358,0.69726574,a stable
Intellect,Skip difficult words while reading,O,-1,0.002773285,0.0073623657,0.013755798,0.05355835,0.9204106,a stable
Anxiety,Spend time thinking about past mistakes,N,1,0.0032405853,0.0066490173,0.011138916,0.17150885,0.8056643,a stable
Friendliness,Start conversations,E,1,0.07727051,0.32031256,0.19421387,0.17968756,0.22363293,a stable
Imagination,Swim against the current,O,1,0.0055999756,0.016983032,0.017791748,0.20056158,0.7568361,a stable
Assertiveness,Take charge,E,1,0.012649536,0.11273193,0.073913574,0.4458009,0.35278326,a stable
Assertiveness,Take control of things,E,1,0.020965576,0.22546393,0.101623535,0.44140643,0.20849615,a stable
Imagination,Take deviant positions,O,1,0.002122879,0.0037250519,0.0049362183,0.07598877,0.9116214,a stable
Friendliness,Talk to a lot of different people at parties,E,1,0.012710571,0.037353516,0.058776855,0.2360841,0.6518557,a stable
Intellect,Tend to analyze things,O,1,0.01687622,0.11352539,0.17041016,0.28100598,0.41528338,a stable
Dutifulness,Try to follow the rules,C,1,0.02293396,0.12207031,0.22802734,0.29272473,0.33178723,a stable
Emotionality,Try to forgive and forget,O,-1,0.06561279,0.21838379,0.15979004,0.29858404,0.25537115,a stable
Intellect,Use your brain,O,1,0.07330328,0.25585943,0.20886236,0.18432629,0.27246112,a stable
Dutifulness,Use swear words,C,-1,0.0007452965,0.0017881393,0.0037555695,0.029083252,0.9628913,a stable
Assertiveness,Wait for others to lead the way,E,-1,0.0057029724,0.006668091,0.008430481,0.10430908,0.87353534,a stable
Assertiveness,Want to be in charge,E,1,0.0020999908,0.0055351257,0.01171875,0.20764166,0.7714845,a stable
Intellect,Weigh the pros against the cons,O,1,0.34350646,0.5493169,0.02909851,0.06353766,0.010215759,a stable
Anxiety,Worry about things,N,1,0.001666069,0.0026626587,0.0039367676,0.113220274,0.8769534,a stable
Agreeableness,Accept people as they are,A,1,0.7602549,0.20141608,0.012481689,0.019332886,0.0034389496,a stable
Achievement-striving,Accomplish a lot of work,C,1,0.026168823,0.23327643,0.24450684,0.2369386,0.25610363,a stable
Adventurousness,Are a creature of habit,O,-1,0.010177612,0.07763672,0.1496582,0.26245123,0.49829113,a stable
Agreeableness,Are annoyed by others' mistakes,A,-1,0.0011425018,0.0018262863,0.0036888123,0.07525635,0.9169924,a stable
Adventurousness,Are attached to conventional ways,O,-1,0.0012254715,0.0021514893,0.00434494,0.081970215,0.90917987,a stable
Orderliness,Are continually losing things,C,-1,0.0016813278,0.0031642914,0.0039100647,0.032226562,0.9565437,a stable
Agreeableness,Are easily offended,A,-1,0.0006608963,0.00078487396,0.0010728836,0.020889282,0.97509825,a stable
Extraversion,Are good at making impromptu speeches,E,1,0.0073165894,0.021499634,0.034362793,0.18872076,0.746094,a stable
Gregariousness,Are hard to get to know,E,-1,0.012802124,0.023910522,0.02078247,0.19714361,0.7441408,a stable
Agreeableness,Are inclined to forgive others,A,1,0.37670934,0.46142596,0.061462402,0.07299811,0.023330688,a stable
Intellectual Openness,Are interested in many things,O,1,0.277344,0.48706073,0.07122803,0.12512219,0.034729004,a stable
Agreeableness,Are not disturbed by events,A,1,0.3010257,0.49633807,0.072631836,0.10241705,0.025100708,a stable
Extraversion,Are not good at getting people to like me,E,-1,0.005718231,0.010353088,0.016036987,0.09088135,0.8754886,a stable
Intellectual Openness,Are not interested in abstract ideas,O,-1,0.008033752,0.011680603,0.014770508,0.105773926,0.8583986,a stable
Intellectual Openness,Are not interested in theoretical discussions,O,-1,0.010643005,0.024749756,0.04623413,0.14697272,0.7700197,a stable
Intellectual Openness,Are open to change,O,1,0.08459473,0.3398438,0.15319824,0.24865735,0.1708985,a stable
Extraversion,Are skilled in handling social situations,E,1,0.0985108,0.4626466,0.14782715,0.19897473,0.08831793,a stable
Gregariousness,Avoid company,E,-1,0.0035800934,0.007118225,0.0075798035,0.046417236,0.9326178,a stable
Gregariousness,Avoid contacts with others,E,-1,0.0022010803,0.0029392242,0.002494812,0.022750854,0.9677741,a stable
